"Orthogroup","trait","org","Chromosome Name","bp","start","end","loci","Gene Name","Gene Start (bp)","Gene End (bp)","Description","present"
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03930",1647013,1648956,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03780",1575322,1578615,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03860",1610227,1612424,"lectin-like receptor kinase 7, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03790",1583453,1585631,"lectin-like receptor kinase 7, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03830",1599870,1601885,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03880",1618513,1620591,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03820",1595360,1597614,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03840",1603024,1605378,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g04010",1692909,1694918,"lectin-like receptor kinase, putative, expressed",3
"OG0000068","Mo","Osativa_v7.0",7,1803133,1560133,2259785,"Osativa_v7.0_Mo_7_1803133","LOC_Os07g03810",1590435,1593309,"lectin-like receptor kinase 7, putative, expressed",3
"OG0001098","Na","Athaliana_TAIR10",1,8266658,8191658,8341658,"Athaliana_TAIR10_Na_1_8266658","AT1G23220",8242423,8244403,"Dynein light chain type 1 family protein",3
"OG0001098","Na","Gmax_Wm82.a2.v1",16,30480508,30280508,31357775,"Gmax_Wm82.a2.v1_Na_16_30480508","Glyma.16G151800",31225865,31230698,"PTHR11886:SF39 - DYNEIN LIGHT CHAIN TYPE 1-LIKE PROTEIN (1 of 4)",3
"OG0001098","Na","Gmax_Wm82.a2.v1",5,41158854,40958854,41598449,"Gmax_Wm82.a2.v1_Na_5_41158854","Glyma.05G235900",41245760,41248217,"",3
"OG0001098","Na","Gmax_Wm82.a2.v1",2,4983752,4783752,6819155,"Gmax_Wm82.a2.v1_Na_2_4983752","Glyma.02G070300",6177168,6181420,"PTHR11886:SF39 - DYNEIN LIGHT CHAIN TYPE 1-LIKE PROTEIN (1 of 4)",3
"OG0001098","Na","Osativa_v7.0",2,29595108,29352108,30746030,"Osativa_v7.0_Na_2_29595108","LOC_Os02g50020",30561210,30563412,"expressed protein",3
"OG0001993","Ca","Athaliana_TAIR10",3,18906137,18831137,18981137,"Athaliana_TAIR10_Ca_3_18906137","AT3G50910",18919513,18922238,"",3
"OG0001993","Ca","Gmax_Wm82.a2.v1",16,29081835,28881835,29281835,"Gmax_Wm82.a2.v1_Ca_16_29081835","Glyma.16G135000",29248080,29253429,"",3
"OG0001993","Ca","Gmax_Wm82.a2.v1",2,4975855,4775855,5654699,"Gmax_Wm82.a2.v1_Ca_2_4975855","Glyma.02G054800",4956488,4965321,"5.3.1.16 - 1-(5-phosphoribosyl)-5- ((5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase / Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase (1 of 3)",3
"OG0001993","Ca","Sbicolor_v3.1.1",9,56797639,56697639,56897639,"Sbicolor_v3.1.1_Ca_9_56797639","Sobic.009G227100",56849424,56853773,"similar to Putative uncharacterized protein P0724B10.36",3
"OG0010401","Ca","Athaliana_TAIR10",1,527584,452584,749199,"Athaliana_TAIR10_Ca_1_527584","AT1G02410",490925,492926,"cytochrome c oxidase assembly protein CtaG / Cox11 family",3
"OG0010401","Ca","Gmax_Wm82.a2.v1",11,30031769,29831769,30657676,"Gmax_Wm82.a2.v1_Ca_11_30031769","Glyma.11G213600",30652359,30656318,"",3
"OG0010401","Ca","Gmax_Wm82.a2.v1",18,3589508,3389508,3789508,"Gmax_Wm82.a2.v1_Ca_18_3589508","Glyma.18G043100",3666225,3670526,"K02258 - cytochrome c oxidase assembly protein subunit 11 (COX11)  (1 of 1)",3
"OG0010401","Ca","Osativa_v7.0",3,28873913,28630913,29116913,"Osativa_v7.0_Ca_3_28873913","LOC_Os03g50940",29100595,29103586,"cytochrome c oxidase assembly protein COX11, mitochondrial precursor, putative, expressed",3
"OG0001636","Cd","Gmax_Wm82.a2.v1",5,31458872,31258872,32026615,"Gmax_Wm82.a2.v1_Cd_5_31458872","Glyma.05G120700",31370137,31372313,"K02929 - large subunit ribosomal protein L44e (RP-L44e, RPL44)  (1 of 4)",3
"OG0001636","Cd","Osativa_v7.0",7,15263657,15020657,15645198,"Osativa_v7.0_Cd_7_15263657","LOC_Os07g26740",15448959,15451104,"60S ribosomal protein L44, putative, expressed",3
"OG0001636","Cd","Sbicolor_v3.1.1",1,1640901,1540901,1740901,"Sbicolor_v3.1.1_Cd_1_1640901","Sobic.001G018800",1567076,1568503,"similar to 60S ribosomal protein L144",3
"OG0001742","Mo","Athaliana_TAIR10",4,10830201,10755201,11018331,"Athaliana_TAIR10_Mo_4_10830201","AT4G20400",11008666,11013860,"JUMONJI 14",3
"OG0001742","Mo","Athaliana_TAIR10",2,14717395,14642395,14792395,"Athaliana_TAIR10_Mo_2_14717395","AT2G34880",14711880,14716634,"Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein",3
"OG0001742","Mo","Gmax_Wm82.a2.v1",5,35952349,35752349,36598530,"Gmax_Wm82.a2.v1_Mo_5_35952349","Glyma.05G170800",36115990,36124724,"",3
"OG0001742","Mo","Sbicolor_v3.1.1",2,734327,634327,834327,"Sbicolor_v3.1.1_Mo_2_734327","Sobic.002G007800",734228,738644,"similar to Os05g0302300 protein",3
"OG0001742","Se","Athaliana_TAIR10",4,11044076,10969076,11119076,"Athaliana_TAIR10_Se_4_11044076","AT4G20400",11008666,11013860,"JUMONJI 14",3
"OG0001742","Se","Gmax_Wm82.a2.v1",5,36175324,35975324,36375324,"Gmax_Wm82.a2.v1_Se_5_36175324","Glyma.05G170800",36115990,36124724,"",3
"OG0001742","Se","Gmax_Wm82.a2.v1",8,9332121,9132121,10584452,"Gmax_Wm82.a2.v1_Se_8_9332121","Glyma.08G129200",9941887,9950207,"",3
"OG0001742","Se","Gmax_Wm82.a2.v1",9,9310680,9110680,11034807,"Gmax_Wm82.a2.v1_Se_9_9310680","Glyma.09G083300",9958802,9968559,"K11446 - histone demethylase JARID1 [EC:1.14.11.-] (JARID1)  (1 of 10)",3
"OG0001742","Se","Sbicolor_v3.1.1",2,742898,642898,842898,"Sbicolor_v3.1.1_Se_2_742898","Sobic.002G007800",734228,738644,"similar to Os05g0302300 protein",3
"OG0004073","Cd","Athaliana_TAIR10",5,24327276,24252276,24402276,"Athaliana_TAIR10_Cd_5_24327276","AT5G60640",24371007,24374038,"PDI-like 1-4",3
"OG0004073","Cd","Gmax_Wm82.a2.v1",13,42068706,41868706,42268706,"Gmax_Wm82.a2.v1_Cd_13_42068706","Glyma.13G326200",42127387,42131740,"PTHR18929:SF74 - PROTEIN DISULFIDE-ISOMERASE A3 (1 of 4)",3
"OG0004073","Cd","Gmax_Wm82.a2.v1",11,11214137,11014137,11661552,"Gmax_Wm82.a2.v1_Cd_11_11214137","Glyma.11G146800",11313825,11318478,"PTHR18929:SF74 - PROTEIN DISULFIDE-ISOMERASE A3 (1 of 4)",3
"OG0004073","Cd","Osativa_v7.0",2,3958,1,1664664,"Osativa_v7.0_Cd_2_3958","LOC_Os02g01010",3514,8377,"OsPDIL1-4 protein disulfide isomerase PDIL1-4, expressed",3
"OG0004620","Mg","Gmax_Wm82.a2.v1",7,42477713,42277713,43109420,"Gmax_Wm82.a2.v1_Mg_7_42477713","Glyma.07G253700",43074137,43082281,"2.7.9.1 - Pyruvate, phosphate dikinase / Pyruvate,phosphate dikinase (1 of 3)",3
"OG0004620","Mg","Sbicolor_v3.1.1",1,61387466,61287466,61646663,"Sbicolor_v3.1.1_Mg_1_61387466","Sobic.001G326900",61372602,61380996,"similar to Cytosolic pyruvate orthophosphate dikinase",3
"OG0004620","Mg","Zmays_RefGen_V4",6,150087038.16,149966398,150263048,"Zmays_RefGen_V4_Mg_6_150087038.16","Zm00001d038163",150024486,150035717,"(1 of 3) 2.7.9.1 - Pyruvate, phosphate dikinase / Pyruvate,phosphate dikinase",3
"OG0001816","Mo","Gmax_Wm82.a2.v1",5,38918842,38718842,39424558,"Gmax_Wm82.a2.v1_Mo_5_38918842","Glyma.05G207900",39000306,39005331,"PF12043 - Domain of unknown function (DUF3527) (DUF3527)  (1 of 13)",3
"OG0001816","Mo","Gmax_Wm82.a2.v1",11,1784428,1584428,1984428,"Gmax_Wm82.a2.v1_Mo_11_1784428","Glyma.11G023400",1676737,1680861,"PF12043 - Domain of unknown function (DUF3527) (DUF3527)  (1 of 13)",3
"OG0001816","Mo","Osativa_v7.0",10,21252502,21009502,22015007,"Osativa_v7.0_Mo_10_21252502","LOC_Os10g40324",21601595,21613523,"expressed protein",3
"OG0001816","Mo","Sbicolor_v3.1.1",1,58807619,58707619,58907619,"Sbicolor_v3.1.1_Mo_1_58807619","Sobic.001G304800",58857075,58862269,"similar to Putative uncharacterized protein",3
"OG0010091","Mg","Athaliana_TAIR10",5,23654777,23579777,24080164,"Athaliana_TAIR10_Mg_5_23654777","AT5G59470",23978556,23979478,"Mannose-P-dolichol utilization defect 1 protein",3
"OG0010091","Mg","Gmax_Wm82.a2.v1",14,7160104,6960104,7625927,"Gmax_Wm82.a2.v1_Mg_14_7160104","Glyma.14G085900",7625876,7630767,"K09660 - mannose-P-dolichol utilization defect 1 (MPDU1)  (1 of 2)",3
"OG0010091","Mg","Sbicolor_v3.1.1",2,67845962,67745962,67945962,"Sbicolor_v3.1.1_Mg_2_67845962","Sobic.002G301100",67790616,67793631,"similar to Putative Mannose-P-dolichol utilization defect 1 protein homolog",3
"OG0000192","Cd","Athaliana_TAIR10",1,24769757,24694757,24845644,"Athaliana_TAIR10_Cd_1_24769757","AT1G66540",24824459,24826670,"Cytochrome P450 superfamily protein",3
"OG0000192","Cd","Athaliana_TAIR10",5,23176848,23101848,23324602,"Athaliana_TAIR10_Cd_5_23176848","AT5G57220",23187840,23189857,"cytochrome P450, family 81, subfamily F, polypeptide 2",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",15,13245117,13045117,16044069,"Gmax_Wm82.a2.v1_Cd_15_13245117","Glyma.15G156100",13076997,13079333,"1.14.13.89 - Isoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase (1 of 9)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",9,3700452,3500452,6035047,"Gmax_Wm82.a2.v1_Cd_9_3700452","Glyma.09G048800",4214432,4216937,"PTHR24298:SF61 - CYTOCHROME P450 81D1-RELATED (1 of 15)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",9,3700452,3500452,6035047,"Gmax_Wm82.a2.v1_Cd_9_3700452","Glyma.09G048900",4223719,4225751,"PTHR24298:SF61 - CYTOCHROME P450 81D1-RELATED (1 of 15)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",1,52499700,52299700,52795378,"Gmax_Wm82.a2.v1_Cd_1_52499700","Glyma.01G190400",52515056,52516522,"1.14.13.89 - Isoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase (1 of 9)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",9,3700452,3500452,6035047,"Gmax_Wm82.a2.v1_Cd_9_3700452","Glyma.09G048700",4210666,4214026,"PTHR24298:SF61 - CYTOCHROME P450 81D1-RELATED (1 of 15)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",9,3700452,3500452,6035047,"Gmax_Wm82.a2.v1_Cd_9_3700452","Glyma.09G049300",4289437,4291463,"PTHR24298:SF61 - CYTOCHROME P450 81D1-RELATED (1 of 15)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",9,3700452,3500452,6035047,"Gmax_Wm82.a2.v1_Cd_9_3700452","Glyma.09G049100",4264944,4266961,"PTHR24298:SF61 - CYTOCHROME P450 81D1-RELATED (1 of 15)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",16,30244797,30044797,31334540,"Gmax_Wm82.a2.v1_Cd_16_30244797","Glyma.16G149300",30993255,30996642,"K13260 - isoflavone 2'-hydroxylase (CYP81E1_7)  (1 of 2)",3
"OG0000192","Cd","Gmax_Wm82.a2.v1",9,3700452,3500452,6035047,"Gmax_Wm82.a2.v1_Cd_9_3700452","Glyma.09G049200",4283716,4286575,"1.14.13.89 - Isoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase (1 of 9)",3
"OG0000192","Cd","Osativa_v7.0",4,10305916,10062916,10548916,"Osativa_v7.0_Cd_4_10305916","LOC_Os04g18380",10144587,10150653,"cytochrome P450, putative, expressed",3
"OG0000138","Fe","Athaliana_TAIR10",1,29053833,28978833,29138170,"Athaliana_TAIR10_Fe_1_29053833","AT1G77200",29004357,29005091,"Integrase-type DNA-binding superfamily protein",3
"OG0000138","Fe","Gmax_Wm82.a2.v1",1,47940391,47740391,49017017,"Gmax_Wm82.a2.v1_Fe_1_47940391","Glyma.01G147600",48431780,48432989,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3
"OG0000138","Fe","Gmax_Wm82.a2.v1",6,5964214,5764214,6572464,"Gmax_Wm82.a2.v1_Fe_6_5964214","Glyma.06G085700",6572103,6573348,"PTHR31985:SF23 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 3-RELATED (1 of 4)",3
"OG0000138","Fe","Sbicolor_v3.1.1",4,63590117,63490117,63755922,"Sbicolor_v3.1.1_Fe_4_63590117","Sobic.004G295500",63531196,63532671,"similar to Putative AP2 domain containing protein",3
"OG0000138","K","Athaliana_TAIR10",5,8982956,8907956,9057956,"Athaliana_TAIR10_K_5_8982956","AT5G25810",8986771,8987787,"Integrase-type DNA-binding superfamily protein",3
"OG0000138","K","Gmax_Wm82.a2.v1",5,40755055,40555055,42112622,"Gmax_Wm82.a2.v1_K_5_40755055","Glyma.05G228100",40619186,40622102,"",3
"OG0000138","K","Gmax_Wm82.a2.v1",1,48609048,48409048,49194432,"Gmax_Wm82.a2.v1_K_1_48609048","Glyma.01G147600",48431780,48432989,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3
"OG0000138","K","Gmax_Wm82.a2.v1",9,41408313,41208313,42319691,"Gmax_Wm82.a2.v1_K_9_41408313","Glyma.09G194800",41909106,41910734,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3
"OG0000138","K","Gmax_Wm82.a2.v1",17,28523512,28323512,29042708,"Gmax_Wm82.a2.v1_K_17_28523512","Glyma.17G194100",28985214,28985927,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3
"OG0000138","K","Gmax_Wm82.a2.v1",11,2630521,2430521,2958456,"Gmax_Wm82.a2.v1_K_11_2630521","Glyma.11G035100",2543877,2544470,"PTHR31985:SF11 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF035 (1 of 3)",3
"OG0000138","K","Zmays_RefGen_V4",6,108610877.821429,108450339,108720131,"Zmays_RefGen_V4_K_6_108610877.821429","Zm00001d036996",108578038,108578493,"(1 of 44) K09286 - EREBP-like factor (EREBP)",3
"OG0000138","Mg","Athaliana_TAIR10",2,11031194,10956194,11107583,"Athaliana_TAIR10_Mg_2_11031194","AT2G25820",11014890,11015800,"Integrase-type DNA-binding superfamily protein",3
"OG0000138","Mg","Gmax_Wm82.a2.v1",4,6823564,6623564,7423960,"Gmax_Wm82.a2.v1_Mg_4_6823564","Glyma.04G084000",7084285,7086468,"PTHR31985:SF23 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 3-RELATED (1 of 4)",3
"OG0000138","Mg","Gmax_Wm82.a2.v1",8,2942526,2742526,3145281,"Gmax_Wm82.a2.v1_Mg_8_2942526","Glyma.08G035000",2780328,2781834,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3
"OG0000138","Mg","Gmax_Wm82.a2.v1",17,27080771,26880771,31705264,"Gmax_Wm82.a2.v1_Mg_17_27080771","Glyma.17G194100",28985214,28985927,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3
"OG0000138","Mg","Zmays_RefGen_V4",5,197267512,197167512,197367512,"Zmays_RefGen_V4_Mg_5_197267512","Zm00001d017480",197251323,197252009,"(1 of 222) PF00847 - AP2 domain (AP2)",3
"OG0000138","Se","Athaliana_TAIR10",4,9465725,9390725,9650401,"Athaliana_TAIR10_Se_4_9465725","AT4G16750",9420917,9421759,"Integrase-type DNA-binding superfamily protein",3
"OG0000138","Se","Gmax_Wm82.a2.v1",5,40321058,40121058,41013158,"Gmax_Wm82.a2.v1_Se_5_40321058","Glyma.05G228100",40619186,40622102,"",3
"OG0000138","Se","Gmax_Wm82.a2.v1",4,6919534,6719534,7173744,"Gmax_Wm82.a2.v1_Se_4_6919534","Glyma.04G084000",7084285,7086468,"PTHR31985:SF23 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 3-RELATED (1 of 4)",3
"OG0000138","Se","Gmax_Wm82.a2.v1",17,28887667,28687667,29218713,"Gmax_Wm82.a2.v1_Se_17_28887667","Glyma.17G194100",28985214,28985927,"K09286 - EREBP-like factor (EREBP)  (1 of 69)",3
"OG0000138","Se","Sbicolor_v3.1.1",4,63461528,63361528,63561528,"Sbicolor_v3.1.1_Se_4_63461528","Sobic.004G295500",63531196,63532671,"similar to Putative AP2 domain containing protein",3
"OG0010985","Mo","Athaliana_TAIR10",3,11153878,11078878,11233789,"Athaliana_TAIR10_Mo_3_11153878","AT3G29230",11188803,11190605,"Tetratricopeptide repeat (TPR)-like superfamily protein",3
"OG0010985","Mo","Gmax_Wm82.a2.v1",18,55080320,54880320,55733172,"Gmax_Wm82.a2.v1_Mo_18_55080320","Glyma.18G263500",54889515,54892124,"PF01535//PF13041 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  (1 of 330)",3
"OG0010985","Mo","Osativa_v7.0",12,24036889,23793889,24279889,"Osativa_v7.0_Mo_12_24036889","LOC_Os12g38880",23912105,23914774,"tetratricopeptide-like helical, putative, expressed",3
"OG0009673","K","Athaliana_TAIR10",2,7452581,7377581,7584304,"Athaliana_TAIR10_K_2_7452581","AT2G17270",7510100,7512387,"phosphate transporter 3;3",3
"OG0009673","K","Gmax_Wm82.a2.v1",11,6123545,5923545,6643332,"Gmax_Wm82.a2.v1_K_11_6123545","Glyma.11G087800",6610115,6614787,"",3
"OG0009673","K","Gmax_Wm82.a2.v1",1,49400361,49200361,49600361,"Gmax_Wm82.a2.v1_K_1_49400361","Glyma.01G157100",49479697,49484208,"PTHR24089:SF161 - MITOCHONDRIAL PHOSPHATE CARRIER PROTEIN 1, MITOCHONDRIAL (1 of 2)",3
"OG0009673","K","Osativa_v7.0",9,21647424,21404424,22195075,"Osativa_v7.0_K_9_21647424","LOC_Os09g38100",21949091,21952517,"phosphate carrier protein, mitochondrial precursor, putative, expressed",3
"OG0000344","Cd","Athaliana_TAIR10",2,6813349,6738349,6888815,"Athaliana_TAIR10_Cd_2_6813349","AT2G15500",6763707,6764751,"RNA-binding protein",3
"OG0000344","Cd","Gmax_Wm82.a2.v1",7,36599603,36399603,39045896,"Gmax_Wm82.a2.v1_Cd_7_36599603","Glyma.07G215300",38752513,38758417,"",3
"OG0000344","Cd","Gmax_Wm82.a2.v1",2,8992047,8792047,10011779,"Gmax_Wm82.a2.v1_Cd_2_8992047","Glyma.02G103900",9863875,9869731,"PTHR24012:SF349 - POLYADENYLATE-BINDING PROTEIN 2-RELATED (1 of 5)",3
"OG0000344","Cd","Gmax_Wm82.a2.v1",2,6619155,6419155,6898079,"Gmax_Wm82.a2.v1_Cd_2_6619155","Glyma.02G077400",6704171,6708527,"PTHR24012:SF349 - POLYADENYLATE-BINDING PROTEIN 2-RELATED (1 of 5)",3
"OG0000344","Cd","Gmax_Wm82.a2.v1",6,501731,301731,1272205,"Gmax_Wm82.a2.v1_Cd_6_501731","Glyma.06G012300",905364,905783,"PTHR24012:SF349 - POLYADENYLATE-BINDING PROTEIN 2-RELATED (1 of 5)",3
"OG0000344","Cd","Osativa_v7.0",9,1186898,943898,1803217,"Osativa_v7.0_Cd_9_1186898","LOC_Os09g02700",1212856,1218011,"polyadenylate-binding protein, putative, expressed",3
"OG0000344","Cd","Osativa_v7.0",8,13588637,13345637,14589916,"Osativa_v7.0_Cd_8_13588637","LOC_Os08g22354",13471744,13479204,"polyadenylate-binding protein, putative, expressed",3
"OG0000344","Mg","Athaliana_TAIR10",1,8071411,7996411,8146411,"Athaliana_TAIR10_Mg_1_8071411","AT1G22760",8055325,8059015,"poly(A) binding protein 3",3
"OG0000344","Mg","Gmax_Wm82.a2.v1",16,31781667,31581667,32014622,"Gmax_Wm82.a2.v1_Mg_16_31781667","Glyma.16G160800",32004157,32008804,"PTHR24012:SF349 - POLYADENYLATE-BINDING PROTEIN 2-RELATED (1 of 5)",3
"OG0000344","Mg","Gmax_Wm82.a2.v1",7,38651860,38451860,39020121,"Gmax_Wm82.a2.v1_Mg_7_38651860","Glyma.07G215300",38752513,38758417,"",3
"OG0000344","Mg","Gmax_Wm82.a2.v1",2,9748971,9548971,9948971,"Gmax_Wm82.a2.v1_Mg_2_9748971","Glyma.02G103900",9863875,9869731,"PTHR24012:SF349 - POLYADENYLATE-BINDING PROTEIN 2-RELATED (1 of 5)",3
"OG0000344","Mg","Gmax_Wm82.a2.v1",14,7160104,6960104,7625927,"Gmax_Wm82.a2.v1_Mg_14_7160104","Glyma.14G084500",7409216,7414343,"K13126 - polyadenylate-binding protein (PABPC)  (1 of 14)",3
"OG0000344","Mg","Osativa_v7.0",4,23754426,23511426,25550611,"Osativa_v7.0_Mg_4_23754426","LOC_Os04g42600",25194025,25201272,"polyadenylate-binding protein, putative, expressed",3
"OG0004495","Fe","Gmax_Wm82.a2.v1",5,31478858,31278858,32147285,"Gmax_Wm82.a2.v1_Fe_5_31478858","Glyma.05G126500",31969433,31974362,"3.5.1.89 - N-acetylglucosaminylphosphatidylinositol deacetylase / N-acetylglucosaminylphosphatidylinositol de-N-acetylase (1 of 2)",3
"OG0004495","Fe","Sbicolor_v3.1.1",6,60029740,59929740,60129740,"Sbicolor_v3.1.1_Fe_6_60029740","Sobic.006G268300",60119567,60125077,"3.5.1.89 - N-acetylglucosaminylphosphatidylinositol deacetylase / N-acetylglucosaminylphosphatidylinositol de-N-acetylase (1 of 2)",3
"OG0004495","Fe","Zmays_RefGen_V4",2,1436700,1336700,1536700,"Zmays_RefGen_V4_Fe_2_1436700","Zm00001d001819",1434757,1438488,"(1 of 2) 3.5.1.89 - N-acetylglucosaminylphosphatidylinositol deacetylase / N-acetylglucosaminylphosphatidylinositol de-N-acetylase",3
"OG0000566","Cd","Athaliana_TAIR10",1,16815473,16740473,16891484,"Athaliana_TAIR10_Cd_1_16815473","AT1G44542",16864970,16866605,"Cyclase family protein",3
"OG0000566","Cd","Gmax_Wm82.a2.v1",20,36605229,36405229,37137232,"Gmax_Wm82.a2.v1_Cd_20_36605229","Glyma.20G126800",36902074,36906206,"",3
"OG0000566","Cd","Gmax_Wm82.a2.v1",10,48707094,48507094,49248668,"Gmax_Wm82.a2.v1_Cd_10_48707094","Glyma.10G263400",48772752,48776087,"3.5.1.9 - Arylformamidase / Kynurenine formamidase (1 of 6)",3
"OG0000566","Cd","Gmax_Wm82.a2.v1",10,48707094,48507094,49248668,"Gmax_Wm82.a2.v1_Cd_10_48707094","Glyma.10G263300",48766497,48770871,"3.5.1.9 - Arylformamidase / Kynurenine formamidase (1 of 6)",3
"OG0000566","Cd","Gmax_Wm82.a2.v1",20,36605229,36405229,37137232,"Gmax_Wm82.a2.v1_Cd_20_36605229","Glyma.20G126900",36907714,36912023,"",3
"OG0000566","Cd","Osativa_v7.0",2,4748791,4505791,4991791,"Osativa_v7.0_Cd_2_4748791","LOC_Os02g09420",4831146,4835216,"cyclase family protein, putative, expressed",3
"OG0000566","Cd","Osativa_v7.0",8,13588637,13345637,14589916,"Osativa_v7.0_Cd_8_13588637","LOC_Os08g23100",13912643,13919786,"cyclase family protein, putative, expressed",3
"OG0000724","Mo","Athaliana_TAIR10",2,6720081,6645081,6795081,"Athaliana_TAIR10_Mo_2_6720081","AT2G15300",6649630,6652010,"Leucine-rich repeat protein kinase family protein",3
"OG0000724","Mo","Gmax_Wm82.a2.v1",20,36473914,36273914,38216162,"Gmax_Wm82.a2.v1_Mo_20_36473914","Glyma.20G129200",37049072,37052666,"PTHR27008:SF42 - LEUCINE-RICH REPEAT PROTEIN KINASE-LIKE PROTEIN (1 of 3)",3
"OG0000724","Mo","Sbicolor_v3.1.1",2,23252312,23152312,23352312,"Sbicolor_v3.1.1_Mo_2_23252312","Sobic.002G142200",23212128,23215412,"similar to Putative receptor-like kinase RHG1",3
"OG0003900","Cd","Athaliana_TAIR10",1,12507218,12432218,12582218,"Athaliana_TAIR10_Cd_1_12507218","AT1G34370",12550446,12552699,"C2H2 and C2HC zinc fingers superfamily protein",3
"OG0003900","Cd","Gmax_Wm82.a2.v1",20,41157701,40957701,42878904,"Gmax_Wm82.a2.v1_Cd_20_41157701","Glyma.20G176500",41372032,41375069,"PTHR10593//PTHR10593:SF27 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 17)",3
"OG0003900","Cd","Gmax_Wm82.a2.v1",16,31735879,31535879,31965761,"Gmax_Wm82.a2.v1_Cd_16_31735879","Glyma.16G156400",31658521,31661557,"PTHR10593//PTHR10593:SF27 - SERINE/THREONINE-PROTEIN KINASE RIO // SUBFAMILY NOT NAMED (1 of 17)",3
"OG0003900","Cd","Osativa_v7.0",12,3746315,3503315,4167112,"Osativa_v7.0_Cd_12_3746315","LOC_Os12g07280",3580032,3582974,"ZOS12-02 - C2H2 zinc finger protein, expressed",3
"OG0003900","Co","Athaliana_TAIR10",1,12620301,12545301,12695301,"Athaliana_TAIR10_Co_1_12620301","AT1G34370",12550446,12552699,"C2H2 and C2HC zinc fingers superfamily protein",3
